Id,Name,Gender,ZipCode,City,State,Country,Ethnicity,createdBy
2847,Szymon Wozniak,Male,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2848,Jakub Zawadzki,Male,98057,Renton,WA,US,Hispanic / Latinx,Andrea Fortuny
2849,Jan Michalski,Male,98022,Enumclaw,WA,US,Hispanic / Latinx,Aryna Siamashka
2850,Marek Pawlowski,Male,98501,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
2851,Piotr Tomaszewski,Male,98074,Sammamish,WA,US,Refused/Done Not Know,Fidan Aliyeva
2852,Fatemeh Deilami,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2853,Bahar Kazemi,Female,98502,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
2854,Elaheh Mansouri,Female,98338,Graham,WA,US,Refused/Done Not Know,Adam Puzyna
2855,Afshin Behzadi,Male,98499,Lakewood,WA,US,Hispanic / Latinx,Emin Suleymanov
2856,Rahman Mouradipour,Male,98055,Renton,WA,US,Refused/Done Not Know,Adam Puzyna
2857,Jawid Pourali,Male,98372,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2858,Parviz Nazemzadeh,Male,98501,Olympia,WA,US,Hispanic / Latinx,Aryna Siamashka
2859,Nader Samadi,Male,98383,Silverdale,WA,US,Hispanic / Latinx,Fidan Aliyeva
2860,Parvin Radnia,Female,98052,Redmond,WA,US,Hispanic / Latinx,Adam Puzyna
2861,Arman Siavashi,Male,98589,Tenino,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2862,Mina Amiri,Female,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2863,Samira Ahmadian,Female,98103,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
2864,Elnaz Mousavi,Female,98057,Renton,WA,US,Hispanic / Latinx,Adam Puzyna
2865,Vahid Kamandar,Male,98502,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
2866,Farshid Kamangar,Male,98501,Olympia,WA,US,Hispanic / Latinx,Andrea Fortuny
2867,Rudabeh Yekta,Female,98405,Tacoma,WA,US,Hispanic / Latinx,Emin Suleymanov
2868,Shabnam Latifi,Female,98501,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
2869,Jawid Eliaszadeh,Male,98312,Bremerton,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2870,Pouria Zargar,Male,98038,Maple Valley,WA,US,Refused/Done Not Know,Fidan Aliyeva
2871,Zahra Rahmani,Female,98467,University Place,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2872,Jeeban Parida,Male,98391,Bonney Lake,WA,US,Refused/Done Not Know,Aryna Siamashka
2873,Priya Mohapatra,Female,98372,Puyallup,WA,US,Hispanic / Latinx,Adam Puzyna
2874,Rachana Prusty,Female,98115,Seattle,WA,US,Hispanic / Latinx,Fidan Aliyeva
2875,Murali Das,Male,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2876,Rashmi Mishra,Female,98506,Olympia,WA,US,Refused/Done Not Know,Adam Puzyna
2877,Sunita Das,Female,98103,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
2878,Manoj Lenka,Male,98052,Redmond,WA,US,Hispanic / Latinx,Adam Puzyna
2879,Archana Panigrahi,Female,98338,Graham,WA,US,Hispanic / Latinx,Adam Puzyna
2880,Manmaya Panigrahi,Male,98409,Tacoma,WA,US,Hispanic / Latinx,Andrea Fortuny
2881,Shubhashree Patra,Female,98125,Seattle,WA,US,Hispanic / Latinx,Aryna Siamashka
2882,Jeeban Swain,Male,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2883,Sweta Sahu,Female,98502,Olympia,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2884,Santosh Patra,Male,98405,Tacoma,WA,US,Refused/Done Not Know,Fidan Aliyeva
2885,Pankaj Moharana,Male,98589,Tenino,WA,US,Refused/Done Not Know,Adam Puzyna
2886,Sasmita Lenka,Female,98029,Issaquah,WA,US,Hispanic / Latinx,Adam Puzyna
2887,Sanjib Sahu,Male,98387,Spanaway,WA,US,Hispanic / Latinx,Andrea Fortuny
2888,Manmaya Mohapatra,Male,98502,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
2889,Ipsita Nayak,Female,98119,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
2890,Dipali Swain,Female,98327,Dupont,WA,US,Refused/Done Not Know,Emin Suleymanov
2891,Akshya Mishra,Male,98001,Auburn,WA,US,Hispanic / Latinx,Adam Puzyna
2892,Gunnveig Bakke,Female,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2893,Frøydis Kås,Female,98119,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
2894,Jostein Bergersen,Male,98119,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
2895,Ingjerd Espeseth,Female,98589,Tenino,WA,US,Hispanic / Latinx,Emin Suleymanov
2896,Jøran Steen,Gender neutral,98022,Enumclaw,WA,US,Hispanic / Latinx,Aryna Siamashka
2897,Jan Høvik,Male,98467,University Place,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2898,Edith Wangen,Female,98022,Enumclaw,WA,US,Refused/Done Not Know,Adam Puzyna
2899,Bjarte Høgdal,Male,98168,Tukwila,WA,US,Hispanic / Latinx,Andrea Fortuny
2900,Julie Simonsen,Female,98057,Renton,WA,US,Hispanic / Latinx,Aryna Siamashka
2901,Ulf Vestre,Male,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2902,Josefine Karlsen,Female,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2903,Gitte Olsen,Female,98029,Issaquah,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2904,Preben Bjerklund,Male,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2905,Iselin Pilskog,Female,98502,Olympia,WA,US,Refused/Done Not Know,Adam Puzyna
2906,Stein Emanuelsen,Male,98030,Kent,WA,US,Refused/Done Not Know,Adam Puzyna
2907,Bjørn Rosendal,Male,98022,Enumclaw,WA,US,Refused/Done Not Know,Emin Suleymanov
2908,Tore Østrem,Male,98467,University Place,WA,US,Refused/Done Not Know,Aryna Siamashka
2909,Benedicte Hennum,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2910,Kjellaug Stien,Female,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2911,Gunvor Svensli,Female,98168,Tukwila,WA,US,Refused/Done Not Know,Andrea Fortuny
2912,Benedikte Ringdal,Female,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2913,Egil Hustoft,Male,98038,Maple Valley,WA,US,Refused/Done Not Know,Andrea Fortuny
2914,Wilmer Koch,Male,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2915,Guri Holter,Female,98038,Maple Valley,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2916,Kristian Stensen,Male,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2917,Jørgen Hammersmark,Male,98422,Tacoma,WA,US,Hispanic / Latinx,Andrea Fortuny
2918,Fillip Alvestad,Male,98312,Bremerton,WA,US,Hispanic / Latinx,Emin Suleymanov
2919,Bernt Formo,Male,98391,Bonney Lake,WA,US,Hispanic / Latinx,Andrea Fortuny
2920,Amanda Haraldsen,Female,98002,Auburn,WA,US,Hispanic / Latinx,Andrea Fortuny
2921,Kristen Solstad,Gender neutral,98168,Tukwila,WA,US,Hispanic / Latinx,Adam Puzyna
2922,Susanne Hegg,Female,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2923,Linda Skistad,Female,98038,Maple Valley,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2924,Helga Hammeren,Female,98380,Seabeck,WA,US,Refused/Done Not Know,Andrea Fortuny
2925,Snorre Kolstad,Male,98409,Tacoma,WA,US,Refused/Done Not Know,Emin Suleymanov
2926,Gjermund Edland,Male,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2927,Eline Barstad,Female,98125,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
2928,Ove Hennum,Male,98029,Issaquah,WA,US,Refused/Done Not Know,Emin Suleymanov
2929,Stine Romund,Female,98380,Seabeck,WA,US,Refused/Done Not Know,Andrea Fortuny
2930,Inga Arnfinsen,Female,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2931,Klaus Ekeli,Male,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2932,Katja Myrdal,Female,98371,Puyallup,WA,US,Hispanic / Latinx,Adam Puzyna
2933,Håvard Simonsen,Male,98589,Tenino,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2934,Tjodolv Elvenes,Male,98501,Olympia,WA,US,Refused/Done Not Know,Adam Puzyna
2935,Pernille Hareide,Female,98052,Redmond,WA,US,Refused/Done Not Know,Andrea Fortuny
2936,Bjarne Kollerud,Male,98029,Issaquah,WA,US,Hispanic / Latinx,Fidan Aliyeva
2937,Randveig Skretting,Female,98503,Lacey,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2938,Nanette Langen,Female,98502,Olympia,WA,US,Refused/Done Not Know,Adam Puzyna
2939,Tormod Åmodt,Male,98383,Silverdale,WA,US,Hispanic / Latinx,Emin Suleymanov
2940,Kim Løvstad,Gender neutral,98074,Sammamish,WA,US,Refused/Done Not Know,Fidan Aliyeva
2941,René Gran,Gender neutral,98029,Issaquah,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2942,Johanne Balstad,Female,98409,Tacoma,WA,US,Refused/Done Not Know,Adam Puzyna
2943,Frank Skarsrud,Male,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2944,Robin Danielsen,Gender neutral,98032,Kent,WA,US,Hispanic / Latinx,Fidan Aliyeva
2945,Klemmet Reiersen,Male,98032,Kent,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2946,Arati Ghimire,Female,98055,Renton,WA,US,Hispanic / Latinx,Emin Suleymanov
2947,Amisha Lamichhane,Female,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2948,Arjun Subedi,Male,98125,Seattle,WA,US,Hispanic / Latinx,Adam Puzyna
2949,Akash Poudel,Male,98380,Seabeck,WA,US,Hispanic / Latinx,Andrea Fortuny
2950,Aaradhya Dhakal,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2951,Durga Basnet,Female,98042,Covington,WA,US,Hispanic / Latinx,Aryna Siamashka
2952,Amal Pradhan,Male,98029,Issaquah,WA,US,Hispanic / Latinx,Emin Suleymanov
2953,Hari Adhikari,Male,98387,Spanaway,WA,US,Hispanic / Latinx,Aryna Siamashka
2954,Januka Basnet,Female,98168,Tukwila,WA,US,Refused/Done Not Know,Aryna Siamashka
2955,Pravesh Giri,Male,98372,Puyallup,WA,US,Refused/Done Not Know,Fidan Aliyeva
2956,Nawaraj Rijal,Male,98501,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
2957,Lakshmi Khanal,Female,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2958,Ananya Pariyar,Female,98405,Tacoma,WA,US,Hispanic / Latinx,Adam Puzyna
2959,Bhushan Magar,Male,98391,Bonney Lake,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2960,Himani Maharjan,Female,98387,Spanaway,WA,US,Refused/Done Not Know,Emin Suleymanov
2961,Ipsita Ghimire,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2962,Rasika Moktan,Female,98391,Bonney Lake,WA,US,Hispanic / Latinx,Andrea Fortuny
2963,Heera Tharu,Male,98380,Seabeck,WA,US,Refused/Done Not Know,Aryna Siamashka
2964,Rukmina Pakhrin,Female,98380,Seabeck,WA,US,Refused/Done Not Know,Andrea Fortuny
2965,Pragati Acharya,Female,98467,University Place,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2966,Hemkala Gurung,Female,98312,Bremerton,WA,US,Refused/Done Not Know,Fidan Aliyeva
2967,Premprasad Shreshtha,Male,98029,Issaquah,WA,US,Refused/Done Not Know,Andrea Fortuny
2968,Sunumaya Chaudhari,Female,98112,Seattle,WA,US,Hispanic / Latinx,Adam Puzyna
2969,Sagar Regmi,Male,98057,Renton,WA,US,Hispanic / Latinx,Emin Suleymanov
2970,Kaviraj Dangol,Male,98312,Bremerton,WA,US,Hispanic / Latinx,Adam Puzyna
2971,Abhiyan Pandit,Male,98383,Silverdale,WA,US,Refused/Done Not Know,Emin Suleymanov
2972,Subhash Acharya,Male,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2973,Ramkrishna Giri,Male,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2974,Susmita Neupane,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2975,Aseem Chalise,Male,98042,Covington,WA,US,Hispanic / Latinx,Fidan Aliyeva
2976,Erdenechimeg Sandagsuren,Female,98391,Bonney Lake,WA,US,Hispanic / Latinx,Emin Suleymanov
2977,Boldsukh Tushig,Male,98383,Silverdale,WA,US,Hispanic / Latinx,Emin Suleymanov
2978,Oyuntsetseg Sainsanaa,Female,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2979,Altantuya Bold,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2980,Bolormaa Dorj,Female,98372,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2981,Sukhee Mashbat,Male,98422,Tacoma,WA,US,Refused/Done Not Know,Emin Suleymanov
2982,Dulam Batbold,Female,98103,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2983,Bataa Ganbat,Male,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2984,Yesui Shinebayar,Female,98119,Seattle,WA,US,Refused/Done Not Know,Adam Puzyna
2985,Tuya Bat,Female,98168,Tukwila,WA,US,Hispanic / Latinx,Emin Suleymanov
2986,Erdene Sukhee,Male,98052,Redmond,WA,US,Refused/Done Not Know,Emin Suleymanov
2987,Tulga Bat-Erdene,Male,98125,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2988,Ganbold Saikhnaa,Male,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2989,Namuun Altangerel,Female,98029,Issaquah,WA,US,Refused/Done Not Know,Andrea Fortuny
2990,Shurengerel Badam,Female,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2991,Sainsuren Khishigdulam,Male,98387,Spanaway,WA,US,Refused/Done Not Know,Fidan Aliyeva
2992,Altangerel Baljir,Male,98101,Black Diamond,WA,US,Hispanic / Latinx,Aryna Siamashka
2993,Batsukh Dash,Male,98516,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
2994,Batnasan Battulga,Male,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2995,Nomin Battulga,Female,98371,Puyallup,WA,US,Refused/Done Not Know,Adam Puzyna
2996,Chaitanya Jadhav,Male,98038,Maple Valley,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2997,Amey Wadkar,Male,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2998,Abhijit Dixit,Male,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2999,Advait Joshi,Male,98112,Seattle,WA,US,Refused/Done Not Know,Aryna Siamashka
3000,Jayant Sawant,Male,98168,Tukwila,WA,US,Refused/Done Not Know,Aryna Siamashka
3001,Lata Wadekar,Female,98103,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
3002,laxman Ranade,Male,98372,Puyallup,WA,US,Hispanic / Latinx,Aryna Siamashka
3003,Ankush Tendulkar,Male,98125,Seattle,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
3004,Sai Chavan,Female,98372,Puyallup,WA,US,Hispanic / Latinx,Andrea Fortuny
3005,Bharat Chaudhari,Male,98002,Auburn,WA,US,Hispanic / Latinx,Andrea Fortuny
3006,Aswini Ragrez,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
3007,Apurva Manne,Male,98103,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
3008,Sonali Thakur,Female,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
3009,Suman Bhandarakar,Female,98501,Olympia,WA,US,Hispanic / Latinx,Andrea Fortuny
3010,Rama Gokhale,Female,98506,Olympia,WA,US,Hispanic / Latinx,Fidan Aliyeva
3011,Madhuri Vaidya,Female,98467,University Place,WA,US,Refused/Done Not Know,Andrea Fortuny
3012,Shriya Nene,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
3013,Krithika Beriya,Female,98022,Enumclaw,WA,US,Hispanic / Latinx,Aryna Siamashka
3014,Ram Deshmukh,Male,98033,Kirkland,WA,US,Refused/Done Not Know,Andrea Fortuny
3015,Jyeshta Davgar,Female,98503,Lacey,WA,US,Hispanic / Latinx,Adam Puzyna
3016,Sachin Bhosle,Male,98055,Renton,WA,US,Hispanic / Latinx,Emin Suleymanov
3017,Pushkar Patil,Male,98327,Dupont,WA,US,Hispanic / Latinx,Emin Suleymanov
3018,Aniruddha Mahile,Male,98380,Seabeck,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
3019,Nirmal Patil,Male,98125,Seattle,WA,US,Refused/Done Not Know,Adam Puzyna
3020,Swaathi Gochaki,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
3021,Vinod Moghe,Male,98372,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
3022,Deepali Adhikari,Female,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
3023,Bharani Bhavin,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
3024,Vishakha Ranade,Female,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
3025,Asha Sawant,Female,98033,Kirkland,WA,US,Hispanic / Latinx,Adam Puzyna
3026,Aroha Mokena,Female,98055,Renton,WA,US,Hispanic / Latinx,Emin Suleymanov
3027,Mihi Anaru,Female,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
3028,Hohepa Kohere,Male,98467,University Place,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
3029,Matiu Tomoana,Male,98112,Seattle,WA,US,Hispanic / Latinx,Adam Puzyna
3030,Katarina Hikuwai,Female,98115,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
3031,Anaru Kawiti,Male,98022,Enumclaw,WA,US,Refused/Done Not Know,Fidan Aliyeva
3032,Terehia Te Rangi,Female,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
3033,Heni Waka,Female,98422,Tacoma,WA,US,Hispanic / Latinx,Emin Suleymanov
3034,Arapeta Matua,Male,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
3035,Wiremu Kawata,Male,98055,Renton,WA,US,Refused/Done Not Know,Adam Puzyna
3036,Rina Tapaere,Female,98125,Seattle,WA,US,Refused/Done Not Know,Aryna Siamashka
3037,Huhana Parker,Female,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
3038,Wi Davidson,Male,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
3039,Mereana MacRae,Female,98589,Tenino,WA,US,Hispanic / Latinx,Aryna Siamashka
3040,Makareta O'Donnell,Female,98371,Puyallup,WA,US,Hispanic / Latinx,Andrea Fortuny
3041,Hone Albert,Male,98115,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
3042,Tamati Ravenhurst,Male,98501,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
3043,Tane Hiku,Male,98112,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
3044,Eruera Cook,Male,98503,Lacey,WA,US,Refused/Done Not Know,Andrea Fortuny
3045,Roimata Wiremu,Female,98409,Tacoma,WA,US,Hispanic / Latinx,Emin Suleymanov
3046,Mark Schembri,Male,98502,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
3047,Carmen Vella,Female,98119,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
3048,Doreen Bartolo,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
3049,Joanne Scerri,Female,98409,Tacoma,WA,US,Refused/Done Not Know,Aryna Siamashka
3050,George Mifsud,Male,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
3051,Lawrence Scicluna,Male,98112,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
3052,Joseph Grech,Male,98503,Lacey,WA,US,Refused/Done Not Know,Andrea Fortuny
3053,Michelle Caruana,Female,98405,Tacoma,WA,US,Refused/Done Not Know,Aryna Siamashka
3054,Peter Zammit,Male,98501,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
3055,Grace Tabone,Female,98501,Olympia,WA,US,Hispanic / Latinx,Adam Puzyna
3056,Tania Agius,Female,98391,Bonney Lake,WA,US,Hispanic / Latinx,Adam Puzyna
3057,Andrew Fenech,Male,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
3058,John Falzon,Male,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
3059,Maria Sammut,Female,98032,Kent,WA,US,Hispanic / Latinx,Andrea Fortuny
3060,Philip Camilleri,Male,98501,Olympia,WA,US,Hispanic / Latinx,Andrea Fortuny
3061,Josephine Balzan,Female,98312,Bremerton,WA,US,Refused/Done Not Know,Andrea Fortuny
3062,Rita Busuttil,Female,98499,Lakewood,WA,US,Hispanic / Latinx,Aryna Siamashka
3063,Nicholas Micallef,Male,98387,Spanaway,WA,US,Hispanic / Latinx,Aryna Siamashka
3064,Paul Borg,Male,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
3065,Charmaine Abela,Female,98001,Auburn,WA,US,Hispanic / Latinx,Emin Suleymanov
3066,Jibin Joseph,Male,98022,Enumclaw,WA,US,Refused/Done Not Know,Aryna Siamashka
3067,Gayathri Kumaran,Female,98516,Olympia,WA,US,Refused/Done Not Know,Aryna Siamashka
3068,Leela Parameswaran,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
3069,Jaya Kumari,Female,98112,Seattle,WA,US,Refused/Done Not Know,Fidan Aliyeva
3070,Beena Purushothaman,Female,98371,Puyallup,WA,US,Hispanic / Latinx,Fidan Aliyeva
3071,Shinoj Velayudhan,Male,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
3072,Marykutty Robin,Female,98467,University Place,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
3073,Joseph Pathrose,Male,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
3074,Joselet George,Female,98503,Lacey,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
3075,Akbar Siddiq,Male,98589,Tenino,WA,US,Refused/Done Not Know,Andrea Fortuny
3076,Smitha Pappachan,Female,98516,Olympia,WA,US,Hispanic / Latinx,Aryna Siamashka
3077,Akhil kuryakose,Male,98057,Renton,WA,US,Refused/Done Not Know,Emin Suleymanov
3078,Sumesh Rajan,Male,98387,Spanaway,WA,US,Refused/Done Not Know,Fidan Aliyeva
3079,Joyikutty Thankachan,Male,98057,Renton,WA,US,Refused/Done Not Know,Aryna Siamashka
3080,Sona Radhakrishnan,Female,98029,Issaquah,WA,US,Hispanic / Latinx,Adam Puzyna
3081,Vishnu Surendran,Male,98372,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
3082,Manu Bhaskaran,Male,98502,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
3083,Fathima Muhammad,Female,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
3084,Mujeeb Mubaraq,Male,98125,Seattle,WA,US,Refused/Done Not Know,Aryna Siamashka
3085,Sathi Rakhavan,Female,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
3086,Afifah Hairuddin,Female,98032,Kent,WA,US,Refused/Done Not Know,Adam Puzyna
3087,Ahmad Syahrizal,Male,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
3088,Ahmad Hakiki,Male,98506,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
3089,Christania Lee,Female,98383,Silverdale,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
3090,Ashril Hussein,Male,98391,Bonney Lake,WA,US,Hispanic / Latinx,Aryna Siamashka
3091,Aiman Ishak,Male,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
3092,Jacynthia Lee,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
3093,Jennia Lim,Female,98103,Seattle,WA,US,Refused/Done Not Know,Adam Puzyna
3094,Hafizah Muhammad,Female,98029,Issaquah,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
3095,Fahmi Ibrahim,Male,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
3096,Johan Jamal,Male,98103,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
3097,Jeffry Goh,Male,98503,Lacey,WA,US,Hispanic / Latinx,Adam Puzyna
3098,Fatin Juwahir,Female,98312,Bremerton,WA,US,Hispanic / Latinx,Andrea Fortuny
3099,Jefferson Lee,Male,98168,Tukwila,WA,US,Refused/Done Not Know,Fidan Aliyeva
3100,Iskandar Johari,Male,98516,Olympia,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
3101,Siti Atikah,Female,98383,Silverdale,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
3102,Spencer Tan,Male,98022,Enumclaw,WA,US,Hispanic / Latinx,Aryna Siamashka
3103,Mary Ong,Female,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
3104,Cynthia Looi,Female,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
3105,Roshini Arumuga,Female,98516,Olympia,WA,US,Hispanic / Latinx,Fidan Aliyeva
3106,Fairus Razali,Male,98422,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
3107,Tiara Hidayah,Female,98029,Issaquah,WA,US,Refused/Done Not Know,Andrea Fortuny
3108,Peter Teoh,Male,98589,Tenino,WA,US,Refused/Done Not Know,Aryna Siamashka
3109,Priya Nayar,Female,98032,Kent,WA,US,Hispanic / Latinx,Andrea Fortuny
3110,Belinda Kaur,Female,98589,Tenino,WA,US,Hispanic / Latinx,Andrea Fortuny
3111,Kumar Muthusamy,Male,98499,Lakewood,WA,US,Refused/Done Not Know,Andrea Fortuny
3112,Sivaneswari Sivalingam,Female,98105,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
3113,May Wee,Female,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
